Q3:
+----------+----------------+-----------------+----------------+---------+---------+----------------+
| ds       | firstcommodity | secondcommodity | commodityname  | uv      | pv      | sum_price      |
| 20200802 | 男装           | 鞋包配件0       | 商务双肩包8    | 20408   | 20443   | 10444741.000   |
| 20200802 | 男装           | 鞋包配件0       | 商务双肩包9    | 20235   | 20262   | 10425122.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包0    | 20298   | 20350   | 10508525.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包1    | 20130   | 20159   | 10363673.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包10   | 19996   | 20023   | 10233873.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包11   | 20285   | 20327   | 10453812.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包12   | 20150   | 20186   | 10296294.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包13   | 20091   | 20123   | 10315318.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包14   | 20332   | 20369   | 10463813.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包15   | 19952   | 19982   | 10277205.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包16   | 20056   | 20084   | 10362373.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包17   | 20217   | 20249   | 10445609.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包18   | 20092   | 20128   | 10307630.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包19   | 20028   | 20055   | 10241569.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包2    | 20314   | 20352   | 10464617.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包20   | 20226   | 20261   | 10337260.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包21   | 20162   | 20198   | 10371215.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包22   | 19994   | 20023   | 10261091.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包23   | 20089   | 20125   | 10325211.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包24   | 20062   | 20105   | 10284949.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包25   | 20103   | 20147   | 10358249.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包26   | 20150   | 20186   | 10290395.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包27   | 19913   | 19942   | 10240355.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包28   | 19904   | 19925   | 10218167.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包29   | 20160   | 20199   | 10441940.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包3    | 19867   | 19901   | 10246727.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包4    | 20050   | 20087   | 10292988.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包5    | 20239   | 20284   | 10435257.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包6    | 20309   | 20359   | 10346303.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包7    | 20423   | 20458   | 10443380.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包8    | 20007   | 20042   | 10329430.000   |
| 20200802 | 男装           | 鞋包配件1       | 商务双肩包9    | 20249   | 20279   | 10470334.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包0    | 20175   | 20207   | 10316951.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包1    | 19990   | 20027   | 10299637.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包10   | 20228   | 20259   | 10405207.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包11   | 20253   | 20287   | 10421687.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包12   | 20203   | 20236   | 10341061.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包13   | 20245   | 20277   | 10412869.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包14   | 20173   | 20213   | 10373826.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包15   | 19923   | 19962   | 10199394.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包16   | 20106   | 20140   | 10395335.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包17   | 19995   | 20029   | 10274123.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包18   | 20006   | 20042   | 10253504.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包19   | 20137   | 20165   | 10338747.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包2    | 19854   | 19889   | 10181386.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包20   | 20043   | 20073   | 10368203.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包21   | 20403   | 20448   | 10518475.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包22   | 19976   | 20018   | 10260542.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包23   | 20275   | 20305   | 10435701.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包24   | 20428   | 20468   | 10561558.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包25   | 20136   | 20188   | 10371243.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包26   | 20077   | 20108   | 10328613.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包27   | 20282   | 20323   | 10481599.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包28   | 20220   | 20244   | 10396343.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包29   | 20079   | 20109   | 10323551.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包3    | 19907   | 19953   | 10301984.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包4    | 20178   | 20218   | 10320225.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包5    | 20228   | 20257   | 10454654.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包6    | 20259   | 20296   | 10425818.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包7    | 20150   | 20188   | 10301306.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包8    | 20059   | 20090   | 10207708.000   |
| 20200802 | 男装           | 鞋包配件2       | 商务双肩包9    | 20232   | 20269   | 10419632.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包0    | 20152   | 20177   | 10374380.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包1    | 20321   | 20354   | 10402826.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包10   | 20004   | 20043   | 10259621.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包11   | 19958   | 19993   | 10283268.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包12   | 20072   | 20103   | 10371824.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包13   | 20152   | 20185   | 10339474.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包14   | 19921   | 19957   | 10236701.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包15   | 20257   | 20282   | 10429913.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包16   | 20129   | 20167   | 10368851.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包17   | 20284   | 20325   | 10487088.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包18   | 20088   | 20116   | 10251241.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包19   | 20372   | 20407   | 10450915.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包2    | 20213   | 20253   | 10409138.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包20   | 20127   | 20158   | 10374543.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包21   | 20251   | 20279   | 10420862.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包22   | 20256   | 20297   | 10439862.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包23   | 20216   | 20268   | 10362452.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包24   | 20303   | 20341   | 10412874.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包25   | 19964   | 19994   | 10302954.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包26   | 20269   | 20304   | 10434046.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包27   | 20216   | 20235   | 10360056.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包28   | 20177   | 20214   | 10335719.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包29   | 20325   | 20355   | 10454490.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包3    | 20345   | 20382   | 10512976.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包4    | 20165   | 20196   | 10431320.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包5    | 20356   | 20398   | 10413114.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包6    | 20122   | 20146   | 10393010.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包7    | 20049   | 20095   | 10222061.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包8    | 20371   | 20412   | 10515441.000   |
| 20200802 | 男装           | 鞋包配件3       | 商务双肩包9    | 20007   | 20046   | 10324049.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包0    | 20232   | 20268   | 10441420.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包1    | 20315   | 20355   | 10384325.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包10   | 20120   | 20155   | 10312773.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包11   | 20209   | 20250   | 10462542.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包12   | 20325   | 20365   | 10440875.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包13   | 20241   | 20290   | 10396908.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包14   | 20316   | 20361   | 10450588.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包15   | 20034   | 20078   | 10303480.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包16   | 19971   | 19996   | 10261553.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包17   | 20198   | 20229   | 10410602.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包18   | 20054   | 20098   | 10300253.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包19   | 20031   | 20065   | 10267411.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包2    | 19908   | 19946   | 10155874.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包20   | 20097   | 20141   | 10310450.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包21   | 19992   | 20031   | 10256689.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包22   | 20162   | 20204   | 10368776.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包23   | 19813   | 19843   | 10160045.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包24   | 20040   | 20084   | 10326739.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包25   | 20256   | 20285   | 10400292.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包26   | 19947   | 19975   | 10287432.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包27   | 19936   | 19968   | 10220367.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包28   | 19989   | 20035   | 10248919.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包29   | 20189   | 20227   | 10301473.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包3    | 20214   | 20249   | 10421162.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包4    | 20342   | 20381   | 10448871.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包5    | 20292   | 20330   | 10447356.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包6    | 19968   | 20006   | 10289195.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包7    | 20069   | 20108   | 10286372.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包8    | 20068   | 20106   | 10372118.000   |
| 20200802 | 男装           | 鞋包配件4       | 商务双肩包9    | 20208   | 20244   | 10498850.000   |
| 20200802 | 男装           | NULL            | NULL           | 2365990 | 3026528 | 1553334195.000 |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤0    | 23459   | 23512   | 12124409.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤1    | 23538   | 23581   | 12018613.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤10   | 23598   | 23627   | 12056681.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤11   | 23233   | 23282   | 11994328.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤12   | 23166   | 23216   | 11870625.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤13   | 23226   | 23269   | 11947349.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤14   | 23262   | 23311   | 11955661.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤15   | 23110   | 23149   | 11851883.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤16   | 23341   | 23380   | 11986599.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤17   | 23266   | 23318   | 11967248.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤18   | 23335   | 23382   | 11948983.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤19   | 23398   | 23428   | 11925830.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤2    | 23449   | 23487   | 11942977.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤20   | 23253   | 23296   | 11840520.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤21   | 23070   | 23111   | 11758351.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤22   | 23476   | 23510   | 11978307.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤23   | 23158   | 23200   | 11849292.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤24   | 23202   | 23240   | 11820095.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤25   | 23548   | 23590   | 12036957.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤26   | 23251   | 23300   | 11904496.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤27   | 23254   | 23300   | 11948403.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤28   | 23074   | 23108   | 11881053.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤29   | 23139   | 23190   | 11887058.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤3    | 23056   | 23097   | 11898842.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤4    | 23475   | 23519   | 11912341.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤5    | 23246   | 23285   | 11856555.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤6    | 23153   | 23193   | 11851714.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤7    | 23165   | 23208   | 11909993.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤8    | 23288   | 23328   | 11978247.000   |
| 20200803 | 女装           | 牛仔裤0         | 九分牛仔裤9    | 23328   | 23372   | 11922948.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤0    | 23346   | 23386   | 11948721.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤1    | 23192   | 23239   | 11906173.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤10   | 23450   | 23503   | 11964599.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤11   | 23316   | 23370   | 11962669.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤12   | 23341   | 23371   | 11977892.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤13   | 23215   | 23255   | 11870910.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤14   | 23186   | 23224   | 11857215.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤15   | 23219   | 23269   | 11923674.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤16   | 23103   | 23144   | 11782363.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤17   | 23567   | 23612   | 12047915.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤18   | 23436   | 23485   | 11988162.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤19   | 23316   | 23358   | 11982075.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤2    | 23222   | 23266   | 11839879.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤20   | 23570   | 23617   | 12068087.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤21   | 23209   | 23253   | 11898602.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤22   | 23179   | 23236   | 11914367.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤23   | 23379   | 23418   | 11939560.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤24   | 23083   | 23127   | 11832669.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤25   | 23105   | 23147   | 11848199.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤26   | 23094   | 23137   | 11835729.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤27   | 23557   | 23588   | 11983235.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤28   | 23248   | 23292   | 11860245.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤29   | 23162   | 23209   | 11866519.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤3    | 23558   | 23602   | 12047200.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤4    | 23444   | 23476   | 11999341.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤5    | 23088   | 23130   | 11809327.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤6    | 23491   | 23538   | 12084335.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤7    | 23370   | 23409   | 11953052.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤8    | 23198   | 23235   | 11862839.000   |
| 20200803 | 女装           | 牛仔裤1         | 九分牛仔裤9    | 23436   | 23476   | 11919078.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤0    | 23288   | 23318   | 11883140.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤1    | 23206   | 23249   | 11778234.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤10   | 23258   | 23306   | 11890219.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤11   | 23426   | 23465   | 12017283.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤12   | 23404   | 23455   | 11927810.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤13   | 23260   | 23307   | 11923340.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤14   | 23368   | 23408   | 11992254.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤15   | 23281   | 23322   | 11901621.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤16   | 23451   | 23487   | 12022088.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤17   | 23118   | 23165   | 11791140.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤18   | 23452   | 23503   | 11956098.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤19   | 23115   | 23148   | 11804833.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤2    | 23418   | 23467   | 11948087.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤20   | 23261   | 23296   | 11928981.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤21   | 23394   | 23449   | 11974958.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤22   | 23366   | 23421   | 11993767.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤23   | 23052   | 23104   | 11792632.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤24   | 23307   | 23337   | 11944373.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤25   | 23345   | 23383   | 11964659.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤26   | 23465   | 23515   | 11966076.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤27   | 23426   | 23461   | 12085261.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤28   | 23554   | 23595   | 12081299.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤29   | 23124   | 23184   | 11857444.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤3    | 23403   | 23441   | 11921523.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤4    | 23494   | 23537   | 12064728.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤5    | 23366   | 23406   | 11965891.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤6    | 23031   | 23063   | 11806866.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤7    | 23461   | 23505   | 11916831.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤8    | 23401   | 23444   | 12036263.000   |
| 20200803 | 女装           | 牛仔裤2         | 九分牛仔裤9    | 23646   | 23689   | 11995387.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤0    | 22997   | 23038   | 11850032.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤1    | 23268   | 23302   | 11895676.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤10   | 23663   | 23705   | 12157608.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤11   | 23233   | 23271   | 11858716.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤12   | 23306   | 23346   | 11974909.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤13   | 23426   | 23473   | 12021864.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤14   | 23377   | 23413   | 11970904.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤15   | 23290   | 23335   | 11947056.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤16   | 23209   | 23254   | 11854567.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤17   | 23368   | 23411   | 11997501.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤18   | 23374   | 23416   | 11964735.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤19   | 23194   | 23236   | 11861951.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤2    | 23503   | 23536   | 12037932.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤20   | 23436   | 23474   | 11976132.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤21   | 23197   | 23241   | 11890648.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤22   | 23324   | 23363   | 11961233.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤23   | 23157   | 23209   | 11949113.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤24   | 23535   | 23570   | 12042784.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤25   | 23328   | 23360   | 12003074.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤26   | 23205   | 23247   | 11812574.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤27   | 23292   | 23339   | 11933906.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤28   | 23264   | 23304   | 11914819.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤29   | 23197   | 23230   | 11817319.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤3    | 23508   | 23545   | 12069811.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤4    | 23273   | 23322   | 11998149.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤5    | 23003   | 23043   | 11776628.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤6    | 23489   | 23542   | 12006009.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤7    | 23402   | 23445   | 12042038.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤8    | 23289   | 23327   | 11902680.000   |
| 20200803 | 女装           | 牛仔裤3         | 九分牛仔裤9    | 23258   | 23308   | 11934961.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤0    | 23325   | 23352   | 11956867.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤1    | 23178   | 23219   | 11928402.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤10   | 23213   | 23248   | 11856385.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤11   | 23671   | 23710   | 12197572.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤12   | 23595   | 23633   | 12136649.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤13   | 23209   | 23238   | 11896004.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤14   | 23221   | 23268   | 11826506.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤15   | 23336   | 23367   | 11943840.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤16   | 23453   | 23482   | 12066995.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤17   | 23013   | 23052   | 11835191.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤18   | 23495   | 23544   | 12007415.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤19   | 23238   | 23277   | 11832856.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤2    | 23483   | 23523   | 12062887.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤20   | 23439   | 23481   | 12090766.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤21   | 23397   | 23448   | 12017323.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤22   | 23317   | 23358   | 11898241.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤23   | 23558   | 23603   | 12092770.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤24   | 23301   | 23348   | 11899214.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤25   | 23486   | 23536   | 12062213.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤26   | 23229   | 23266   | 11946432.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤27   | 23190   | 23236   | 11878434.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤28   | 23570   | 23602   | 12102970.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤29   | 23228   | 23287   | 11854756.000   |
| 20200803 | 女装           | 牛仔裤4         | 九分牛仔裤3    | 23261   | 23302   | 11880228.000   |
