
Q4:
+----------+---------------------------+------------------+------+-------+-------------+
| ds       | isnull(vip_level, '未知') | total_visit_days | uv   | pv    | sum_price   |
| 20200801 | 铜牌会员                  | 236.000          | 3044 | 54832 | 6194036.000 |
| 20200801 | 铜牌会员                  | 237.000          | 2996 | 53958 | 6033955.000 |
| 20200801 | 铜牌会员                  | 238.000          | 3080 | 55413 | 6259269.000 |
| 20200801 | 铜牌会员                  | 239.000          | 2973 | 52926 | 5890119.000 |
| 20200801 | 铜牌会员                  | 240.000          | 2998 | 52959 | 6001973.000 |
| 20200801 | 铜牌会员                  | 241.000          | 3011 | 53184 | 5969699.000 |
| 20200801 | 铜牌会员                  | 242.000          | 3071 | 54804 | 6149171.000 |
| 20200801 | 铜牌会员                  | 243.000          | 3073 | 55071 | 6197793.000 |
| 20200801 | 铜牌会员                  | 244.000          | 2968 | 52670 | 5873132.000 |
| 20200801 | 铜牌会员                  | 245.000          | 3077 | 54710 | 6135953.000 |
| 20200801 | 铜牌会员                  | 246.000          | 2963 | 53590 | 6009046.000 |
| 20200801 | 铜牌会员                  | 247.000          | 3009 | 52814 | 5916571.000 |
| 20200801 | 铜牌会员                  | 248.000          | 2988 | 53600 | 5964486.000 |
| 20200801 | 铜牌会员                  | 249.000          | 3019 | 53838 | 6042233.000 |
| 20200801 | 铜牌会员                  | 250.000          | 3118 | 55795 | 6228120.000 |
| 20200801 | 铜牌会员                  | 251.000          | 3016 | 53913 | 6020535.000 |
| 20200801 | 铜牌会员                  | 252.000          | 3042 | 54190 | 6104787.000 |
| 20200801 | 铜牌会员                  | 253.000          | 2974 | 53190 | 5959076.000 |
| 20200801 | 铜牌会员                  | 254.000          | 3039 | 53934 | 6047326.000 |
| 20200801 | 铜牌会员                  | 255.000          | 3072 | 55413 | 6172149.000 |
| 20200801 | 铜牌会员                  | 256.000          | 2985 | 52294 | 5898537.000 |
| 20200801 | 铜牌会员                  | 257.000          | 2978 | 52671 | 5849151.000 |
| 20200801 | 铜牌会员                  | 258.000          | 3042 | 54928 | 6274052.000 |
| 20200801 | 铜牌会员                  | 259.000          | 3020 | 54815 | 6159847.000 |
| 20200801 | 铜牌会员                  | 260.000          | 3107 | 54718 | 6072065.000 |
| 20200801 | 铜牌会员                  | 261.000          | 3127 | 56318 | 6253216.000 |
| 20200801 | 铜牌会员                  | 262.000          | 3007 | 53994 | 6097010.000 |
| 20200801 | 铜牌会员                  | 263.000          | 3008 | 54802 | 6042244.000 |
| 20200801 | 铜牌会员                  | 264.000          | 3041 | 54253 | 6070945.000 |
| 20200801 | 铜牌会员                  | 265.000          | 3078 | 55230 | 6154776.000 |
| 20200801 | 铜牌会员                  | 266.000          | 2997 | 53134 | 6046792.000 |
| 20200801 | 铜牌会员                  | 267.000          | 2970 | 52434 | 5957466.000 |
| 20200801 | 铜牌会员                  | 268.000          | 2932 | 52532 | 5873379.000 |
| 20200801 | 铜牌会员                  | 269.000          | 2963 | 53781 | 5943993.000 |
| 20200801 | 铜牌会员                  | 270.000          | 3028 | 53835 | 5973573.000 |
| 20200801 | 铜牌会员                  | 271.000          | 3064 | 55033 | 6238005.000 |
| 20200801 | 铜牌会员                  | 272.000          | 3088 | 57232 | 6492043.000 |
| 20200801 | 铜牌会员                  | 273.000          | 3078 | 55588 | 6266962.000 |
| 20200801 | 铜牌会员                  | 274.000          | 3034 | 53619 | 5983162.000 |
| 20200801 | 铜牌会员                  | 275.000          | 3091 | 56026 | 6263500.000 |
| 20200801 | 铜牌会员                  | 276.000          | 3026 | 54771 | 6133297.000 |
| 20200801 | 铜牌会员                  | 277.000          | 3020 | 55002 | 6105904.000 |
| 20200801 | 铜牌会员                  | 278.000          | 3071 | 55295 | 6217498.000 |
| 20200801 | 铜牌会员                  | 279.000          | 3085 | 55718 | 6228999.000 |
| 20200801 | 铜牌会员                  | 280.000          | 2942 | 52575 | 5931743.000 |
| 20200801 | 铜牌会员                  | 281.000          | 2944 | 52920 | 5904117.000 |
| 20200801 | 铜牌会员                  | 282.000          | 3044 | 54279 | 6115802.000 |
| 20200801 | 铜牌会员                  | 283.000          | 3045 | 54141 | 6008088.000 |
| 20200801 | 铜牌会员                  | 284.000          | 3014 | 54066 | 6058442.000 |
| 20200801 | 铜牌会员                  | 285.000          | 3015 | 52979 | 5884386.000 |
| 20200801 | 铜牌会员                  | 286.000          | 2968 | 52502 | 5848264.000 |
| 20200801 | 铜牌会员                  | 287.000          | 2974 | 52052 | 5832313.000 |
| 20200801 | 铜牌会员                  | 288.000          | 2944 | 52523 | 5900939.000 |
| 20200801 | 铜牌会员                  | 289.000          | 3107 | 55005 | 6128374.000 |
| 20200801 | 铜牌会员                  | 290.000          | 3006 | 53548 | 5966423.000 |
| 20200801 | 铜牌会员                  | 291.000          | 3068 | 55094 | 6164289.000 |
| 20200801 | 铜牌会员                  | 292.000          | 3009 | 52467 | 5757949.000 |
| 20200801 | 铜牌会员                  | 293.000          | 3046 | 54025 | 6024957.000 |
| 20200801 | 铜牌会员                  | 294.000          | 3046 | 54096 | 6105523.000 |
| 20200801 | 铜牌会员                  | 295.000          | 3041 | 53950 | 6019075.000 |
| 20200801 | 铜牌会员                  | 296.000          | 3023 | 54381 | 6075775.000 |
| 20200801 | 铜牌会员                  | 297.000          | 3055 | 54287 | 6006128.000 |
| 20200801 | 铜牌会员                  | 298.000          | 3012 | 54019 | 6068849.000 |
| 20200801 | 铜牌会员                  | 299.000          | 3007 | 55107 | 6198117.000 |
| 20200801 | 铜牌会员                  | 300.000          | 2980 | 53390 | 5954798.000 |
| 20200801 | 铜牌会员                  | 301.000          | 2944 | 53118 | 5852239.000 |
| 20200801 | 铜牌会员                  | 302.000          | 2997 | 53255 | 6022866.000 |
| 20200801 | 铜牌会员                  | 303.000          | 3012 | 53621 | 6015634.000 |
| 20200801 | 铜牌会员                  | 304.000          | 2956 | 52319 | 5764581.000 |
| 20200801 | 铜牌会员                  | 305.000          | 3020 | 54224 | 6038400.000 |
| 20200801 | 铜牌会员                  | 306.000          | 3042 | 54346 | 6091025.000 |
| 20200801 | 铜牌会员                  | 307.000          | 3067 | 55644 | 6317366.000 |
| 20200801 | 铜牌会员                  | 308.000          | 3042 | 54856 | 6174423.000 |
| 20200801 | 铜牌会员                  | 309.000          | 3032 | 54241 | 6059717.000 |
| 20200801 | 铜牌会员                  | 310.000          | 3006 | 54282 | 6043358.000 |
| 20200801 | 铜牌会员                  | 311.000          | 3022 | 54004 | 6038694.000 |
| 20200801 | 铜牌会员                  | 312.000          | 3015 | 55083 | 6092253.000 |
| 20200801 | 铜牌会员                  | 313.000          | 3087 | 55763 | 6176778.000 |
| 20200801 | 铜牌会员                  | 314.000          | 2971 | 53811 | 5961032.000 |
| 20200801 | 铜牌会员                  | 315.000          | 3004 | 52926 | 5961528.000 |
| 20200801 | 铜牌会员                  | 316.000          | 2970 | 52237 | 5867563.000 |
| 20200801 | 铜牌会员                  | 317.000          | 3033 | 54565 | 6078568.000 |
| 20200801 | 铜牌会员                  | 318.000          | 3023 | 54483 | 6160890.000 |
| 20200801 | 铜牌会员                  | 319.000          | 3062 | 55661 | 6230168.000 |
| 20200801 | 铜牌会员                  | 320.000          | 3039 | 54875 | 6207747.000 |
| 20200801 | 铜牌会员                  | 321.000          | 3016 | 54482 | 6124636.000 |
| 20200801 | 铜牌会员                  | 322.000          | 2953 | 53202 | 5919955.000 |
| 20200801 | 铜牌会员                  | 323.000          | 3035 | 54400 | 6036569.000 |
| 20200801 | 铜牌会员                  | 324.000          | 3162 | 56695 | 6278796.000 |
| 20200801 | 铜牌会员                  | 325.000          | 2966 | 53799 | 6000809.000 |
| 20200801 | 铜牌会员                  | 326.000          | 2987 | 53149 | 5991418.000 |
| 20200801 | 铜牌会员                  | 327.000          | 2952 | 52880 | 5910632.000 |
| 20200801 | 铜牌会员                  | 328.000          | 3085 | 55484 | 6182218.000 |
| 20200801 | 铜牌会员                  | 329.000          | 2999 | 52993 | 5956998.000 |
| 20200801 | 铜牌会员                  | 330.000          | 2854 | 50884 | 5670038.000 |
| 20200801 | 铜牌会员                  | 331.000          | 3035 | 55036 | 6212013.000 |
| 20200801 | 铜牌会员                  | 332.000          | 3046 | 55182 | 6218120.000 |
| 20200801 | 铜牌会员                  | 333.000          | 2991 | 53173 | 6088743.000 |
| 20200801 | 铜牌会员                  | 334.000          | 2967 | 53240 | 6009396.000 |
| 20200801 | 铜牌会员                  | 335.000          | 2984 | 53972 | 6034713.000 |
| 20200801 | 铜牌会员                  | 336.000          | 3056 | 54285 | 6155701.000 |
| 20200801 | 铜牌会员                  | 337.000          | 3083 | 55210 | 6141807.000 |
| 20200801 | 铜牌会员                  | 338.000          | 3002 | 53613 | 5934188.000 |
| 20200801 | 铜牌会员                  | 339.000          | 2984 | 53092 | 6071782.000 |
| 20200801 | 铜牌会员                  | 340.000          | 3022 | 54422 | 6164550.000 |
| 20200801 | 铜牌会员                  | 341.000          | 3010 | 53176 | 5944402.000 |
| 20200801 | 铜牌会员                  | 342.000          | 3032 | 54406 | 6092535.000 |
| 20200801 | 铜牌会员                  | 343.000          | 3005 | 53192 | 6047188.000 |
| 20200801 | 铜牌会员                  | 344.000          | 2936 | 52876 | 5897311.000 |
| 20200801 | 铜牌会员                  | 345.000          | 3091 | 54697 | 6119917.000 |
| 20200801 | 铜牌会员                  | 346.000          | 3121 | 56396 | 6291027.000 |
| 20200801 | 铜牌会员                  | 347.000          | 2948 | 52817 | 5911554.000 |
| 20200801 | 铜牌会员                  | 348.000          | 3022 | 53735 | 6019524.000 |
| 20200801 | 铜牌会员                  | 349.000          | 2946 | 52261 | 5809934.000 |
| 20200801 | 铜牌会员                  | 350.000          | 3082 | 54774 | 6030622.000 |
| 20200801 | 铜牌会员                  | 351.000          | 3042 | 53955 | 5968119.000 |
| 20200801 | 铜牌会员                  | 352.000          | 2953 | 52292 | 5779473.000 |
| 20200801 | 铜牌会员                  | 353.000          | 2958 | 52563 | 5912138.000 |
| 20200801 | 铜牌会员                  | 354.000          | 2906 | 52706 | 5820486.000 |
| 20200801 | 铜牌会员                  | 355.000          | 2919 | 52214 | 5895869.000 |
| 20200801 | 铜牌会员                  | 356.000          | 3019 | 53939 | 6059920.000 |
| 20200801 | 铜牌会员                  | 357.000          | 3007 | 54219 | 6045368.000 |
| 20200801 | 铜牌会员                  | 358.000          | 3167 | 57031 | 6369765.000 |
| 20200801 | 铜牌会员                  | 359.000          | 3117 | 55558 | 6168581.000 |
| 20200801 | 铜牌会员                  | 360.000          | 3079 | 55652 | 6283468.000 |
| 20200801 | 铜牌会员                  | 361.000          | 3044 | 53671 | 6001724.000 |
| 20200801 | 铜牌会员                  | 362.000          | 3043 | 54772 | 6163188.000 |
| 20200801 | 铜牌会员                  | 363.000          | 3041 | 54332 | 6246040.000 |
| 20200801 | 铜牌会员                  | 364.000          | 2995 | 54147 | 6044297.000 |
| 20200801 | 铜牌会员                  | 365.000          | 3153 | 55782 | 6256714.000 |
| 20200801 | 铜牌会员                  | 366.000          | 3099 | 55178 | 6181563.000 |
| 20200801 | 铜牌会员                  | 367.000          | 3043 | 53949 | 6128415.000 |
| 20200801 | 铜牌会员                  | 368.000          | 3048 | 54446 | 6101919.000 |
| 20200801 | 铜牌会员                  | 369.000          | 3063 | 54605 | 6107779.000 |
| 20200801 | 铜牌会员                  | 370.000          | 3004 | 54612 | 6002955.000 |
| 20200801 | 铜牌会员                  | 371.000          | 3092 | 55442 | 6237060.000 |
| 20200801 | 铜牌会员                  | 372.000          | 3003 | 53508 | 6006957.000 |
| 20200801 | 铜牌会员                  | 373.000          | 3005 | 53148 | 6036998.000 |
| 20200801 | 铜牌会员                  | 374.000          | 3073 | 54971 | 6199774.000 |
| 20200801 | 铜牌会员                  | 375.000          | 3035 | 54098 | 5981665.000 |
| 20200801 | 铜牌会员                  | 376.000          | 2969 | 54127 | 6045693.000 |
| 20200801 | 铜牌会员                  | 377.000          | 3002 | 53417 | 6080080.000 |
| 20200801 | 铜牌会员                  | 378.000          | 3052 | 54400 | 6000312.000 |
| 20200801 | 铜牌会员                  | 379.000          | 3036 | 54882 | 6253458.000 |
| 20200801 | 铜牌会员                  | 380.000          | 2988 | 53422 | 6097990.000 |
| 20200801 | 铜牌会员                  | 381.000          | 2946 | 52329 | 5869350.000 |
| 20200801 | 铜牌会员                  | 382.000          | 2948 | 52559 | 5880220.000 |
| 20200801 | 铜牌会员                  | 383.000          | 3027 | 54779 | 6192126.000 |
| 20200801 | 铜牌会员                  | 384.000          | 2971 | 53119 | 6002621.000 |
| 20200801 | 银牌会员                  | 30.000           | 2442 | 43667 | 4878177.000 |
| 20200801 | 银牌会员                  | 31.000           | 2342 | 41767 | 4585894.000 |
| 20200801 | 银牌会员                  | 32.000           | 2440 | 43764 | 4871352.000 |
| 20200801 | 银牌会员                  | 33.000           | 2459 | 43483 | 4838074.000 |
| 20200801 | 银牌会员                  | 34.000           | 2333 | 42346 | 4765137.000 |
| 20200801 | 银牌会员                  | 35.000           | 2376 | 42187 | 4764378.000 |
| 20200801 | 银牌会员                  | 36.000           | 2403 | 42697 | 4755888.000 |
| 20200801 | 银牌会员                  | 37.000           | 2407 | 42290 | 4681950.000 |
| 20200801 | 银牌会员                  | 38.000           | 2354 | 41488 | 4567949.000 |
| 20200801 | 银牌会员                  | 39.000           | 2378 | 42984 | 4738819.000 |
| 20200801 | 银牌会员                  | 40.000           | 2385 | 41736 | 4554929.000 |
| 20200801 | 银牌会员                  | 41.000           | 2392 | 42661 | 4868423.000 |
| 20200801 | 银牌会员                  | 42.000           | 2403 | 42351 | 4734976.000 |
| 20200801 | 银牌会员                  | 43.000           | 2319 | 41702 | 4617684.000 |
| 20200801 | 银牌会员                  | 44.000           | 2403 | 42759 | 4786451.000 |
| 20200801 | 银牌会员                  | 45.000           | 2369 | 42450 | 4831361.000 |
| 20200801 | 银牌会员                  | 46.000           | 2423 | 43321 | 4861873.000 |
| 20200801 | 银牌会员                  | 47.000           | 2250 | 40123 | 4492440.000 |
| 20200801 | 银牌会员                  | 48.000           | 2372 | 42237 | 4673868.000 |
| 20200801 | 银牌会员                  | 49.000           | 2399 | 42158 | 4796700.000 |
| 20200801 | 银牌会员                  | 50.000           | 2270 | 40750 | 4540334.000 |
| 20200801 | 银牌会员                  | 51.000           | 2435 | 43637 | 4780945.000 |
| 20200801 | 银牌会员                  | 52.000           | 2336 | 41136 | 4618574.000 |
| 20200801 | 银牌会员                  | 53.000           | 2445 | 43685 | 4942504.000 |
| 20200801 | 银牌会员                  | 54.000           | 2377 | 42831 | 4834338.000 |
| 20200801 | 银牌会员                  | 55.000           | 2325 | 41065 | 4649586.000 |
| 20200801 | 银牌会员                  | 56.000           | 2370 | 41626 | 4605137.000 |
| 20200801 | 银牌会员                  | 57.000           | 2373 | 42299 | 4705746.000 |
| 20200801 | 银牌会员                  | 58.000           | 2417 | 42602 | 4797353.000 |
| 20200801 | 银牌会员                  | 59.000           | 2422 | 42941 | 4785683.000 |
| 20200801 | 银牌会员                  | 60.000           | 2437 | 42947 | 4686076.000 |
| 20200801 | 银牌会员                  | 61.000           | 2444 | 43099 | 4854829.000 |
| 20200801 | 银牌会员                  | 62.000           | 2440 | 43498 | 4792384.000 |
| 20200801 | 银牌会员                  | 63.000           | 2376 | 43011 | 4759413.000 |
| 20200801 | 银牌会员                  | 64.000           | 2267 | 41074 | 4568764.000 |
| 20200801 | 银牌会员                  | 65.000           | 2400 | 43004 | 4803979.000 |
| 20200801 | 银牌会员                  | 66.000           | 2370 | 42322 | 4762288.000 |
| 20200801 | 银牌会员                  | 67.000           | 2339 | 41078 | 4685888.000 |
| 20200801 | 银牌会员                  | 68.000           | 2402 | 42729 | 4703620.000 |
| 20200801 | 银牌会员                  | 69.000           | 2409 | 42631 | 4690985.000 |
| 20200801 | 银牌会员                  | 70.000           | 2387 | 41791 | 4722766.000 |
| 20200801 | 银牌会员                  | 71.000           | 2447 | 43087 | 4808317.000 |
| 20200801 | 银牌会员                  | 72.000           | 2265 | 41198 | 4582799.000 |
| 20200801 | 银牌会员                  | 73.000           | 2357 | 42845 | 4871377.000 |
| 20200801 | 银牌会员                  | 74.000           | 2381 | 43606 | 4975122.000 |
| 20200801 | 银牌会员                  | 75.000           | 2374 | 42501 | 4742361.000 |
| 20200801 | 银牌会员                  | 76.000           | 2424 | 42991 | 4824541.000 |
| 20200801 | 银牌会员                  | 77.000           | 2315 | 40567 | 4588258.000 |
| 20200801 | 银牌会员                  | 78.000           | 2419 | 43539 | 4807350.000 |
| 20200801 | 银牌会员                  | 79.000           | 2334 | 41841 | 4657787.000 |
| 20200801 | 银牌会员                  | 80.000           | 2330 | 41474 | 4612314.000 |
| 20200801 | 银牌会员                  | 81.000           | 2375 | 42118 | 4630379.000 |
| 20200801 | 银牌会员                  | 82.000           | 2298 | 41301 | 4617180.000 |
| 20200801 | 银牌会员                  | 83.000           | 2288 | 41006 | 4574931.000 |
| 20200801 | 银牌会员                  | 84.000           | 2377 | 43209 | 4817057.000 |
| 20200801 | 银牌会员                  | 85.000           | 2411 | 43219 | 4764624.000 |
| 20200801 | 银牌会员                  | 86.000           | 2326 | 41126 | 4527428.000 |
| 20200801 | 银牌会员                  | 87.000           | 2433 | 42975 | 4790150.000 |
| 20200801 | 银牌会员                  | 88.000           | 2333 | 42860 | 4797711.000 |
| 20200801 | 银牌会员                  | 89.000           | 2457 | 43336 | 4763156.000 |
| 20200801 | 银牌会员                  | 90.000           | 2375 | 41830 | 4685560.000 |
| 20200801 | 银牌会员                  | 91.000           | 2367 | 41817 | 4696546.000 |
| 20200801 | 银牌会员                  | 92.000           | 2333 | 41225 | 4687170.000 |
| 20200801 | 银牌会员                  | 93.000           | 2414 | 43471 | 4810150.000 |
| 20200801 | 银牌会员                  | 94.000           | 2342 | 41854 | 4679441.000 |
| 20200801 | 银牌会员                  | 95.000           | 2367 | 42441 | 4717322.000 |
| 20200801 | 银牌会员                  | 96.000           | 2424 | 42832 | 4795443.000 |
| 20200801 | 银牌会员                  | 97.000           | 2434 | 43154 | 4819121.000 |
| 20200801 | 银牌会员                  | 98.000           | 2412 | 42299 | 4779206.000 |
| 20200801 | 银牌会员                  | 99.000           | 2453 | 44491 | 4953310.000 |
| 20200801 | 银牌会员                  | 100.000          | 2376 | 41855 | 4636823.000 |
| 20200801 | 银牌会员                  | 101.000          | 2378 | 42603 | 4777457.000 |
| 20200801 | 银牌会员                  | 102.000          | 2393 | 42266 | 4735957.000 |
| 20200801 | 银牌会员                  | 103.000          | 2428 | 43926 | 4954098.000 |
| 20200801 | 银牌会员                  | 104.000          | 2306 | 41094 | 4590217.000 |
| 20200801 | 银牌会员                  | 105.000          | 2449 | 43345 | 4720211.000 |
| 20200801 | 银牌会员                  | 106.000          | 2448 | 44332 | 4958588.000 |
| 20200801 | 银牌会员                  | 107.000          | 2440 | 44246 | 4957161.000 |
| 20200801 | 银牌会员                  | 108.000          | 2423 | 43310 | 4878762.000 |
| 20200801 | 银牌会员                  | 109.000          | 2378 | 42392 | 4710261.000 |
| 20200801 | 银牌会员                  | 110.000          | 2333 | 41084 | 4624652.000 |
| 20200801 | 银牌会员                  | 111.000          | 2345 | 42955 | 4806269.000 |
| 20200801 | 银牌会员                  | 112.000          | 2375 | 42838 | 4820028.000 |
| 20200801 | 银牌会员                  | 113.000          | 2412 | 42888 | 4879533.000 |
| 20200801 | 银牌会员                  | 114.000          | 2342 | 42277 | 4745690.000 |
| 20200801 | 银牌会员                  | 115.000          | 2405 | 43065 | 4746876.000 |
| 20200801 | 银牌会员                  | 116.000          | 2395 | 43465 | 4950054.000 |
| 20200801 | 银牌会员                  | 117.000          | 2328 | 41570 | 4561721.000 |
| 20200801 | 银牌会员                  | 118.000          | 2382 | 42704 | 4846417.000 |
| 20200801 | 银牌会员                  | 119.000          | 2310 | 41598 | 4577941.000 |
| 20200801 | 银牌会员                  | 120.000          | 2318 | 42249 | 4750953.000 |
| 20200801 | 银牌会员                  | 121.000          | 2332 | 42824 | 4786527.000 |
| 20200801 | 银牌会员                  | 122.000          | 2414 | 43236 | 4807791.000 |
| 20200801 | 银牌会员                  | 123.000          | 2373 | 42412 | 4765084.000 |
| 20200801 | 银牌会员                  | 124.000          | 2348 | 41937 | 4730291.000 |
| 20200801 | 银牌会员                  | 125.000          | 2393 | 41575 | 4606087.000 |
| 20200801 | 银牌会员                  | 126.000          | 2454 | 44000 | 4887544.000 |
| 20200801 | 银牌会员                  | 127.000          | 2323 | 41562 | 4657564.000 |
| 20200801 | 银牌会员                  | 128.000          | 2304 | 41902 | 4727553.000 |
| 20200801 | 银牌会员                  | 129.000          | 2372 | 41704 | 4683864.000 |
| 20200801 | 银牌会员                  | 130.000          | 2292 | 41480 | 4636879.000 |
| 20200801 | 银牌会员                  | 131.000          | 2441 | 43070 | 4780042.000 |
| 20200801 | 银牌会员                  | 132.000          | 2436 | 43191 | 4848765.000 |
| 20200801 | 银牌会员                  | 133.000          | 2362 | 42377 | 4700676.000 |
| 20200801 | 银牌会员                  | 134.000          | 2516 | 45658 | 5099217.000 |
| 20200801 | 银牌会员                  | 135.000          | 2395 | 42095 | 4692892.000 |
| 20200801 | 银牌会员                  | 136.000          | 2424 | 43915 | 4915637.000 |
| 20200801 | 银牌会员                  | 137.000          | 2329 | 41670 | 4673384.000 |
| 20200801 | 银牌会员                  | 138.000          | 2450 | 43617 | 4837350.000 |
| 20200801 | 银牌会员                  | 139.000          | 2343 | 42142 | 4739180.000 |
| 20200801 | 银牌会员                  | 140.000          | 2346 | 41597 | 4642975.000 |
| 20200801 | 银牌会员                  | 141.000          | 2415 | 42719 | 4782598.000 |
| 20200801 | 银牌会员                  | 142.000          | 2267 | 40025 | 4478142.000 |
| 20200801 | 银牌会员                  | 143.000          | 2462 | 44558 | 4923127.000 |
| 20200801 | 银牌会员                  | 144.000          | 2431 | 43333 | 4956363.000 |
| 20200801 | 银牌会员                  | 145.000          | 2379 | 42585 | 4714039.000 |
| 20200801 | 银牌会员                  | 146.000          | 2421 | 43959 | 4897905.000 |
| 20200801 | 银牌会员                  | 147.000          | 2333 | 41724 | 4733537.000 |
| 20200801 | 银牌会员                  | 148.000          | 2343 | 40604 | 4482872.000 |
| 20200801 | 银牌会员                  | 149.000          | 2459 | 43037 | 4740241.000 |
| 20200801 | 银牌会员                  | 150.000          | 2415 | 42620 | 4752544.000 |
| 20200801 | 银牌会员                  | 151.000          | 2459 | 43975 | 4932999.000 |
| 20200801 | 银牌会员                  | 152.000          | 2360 | 43066 | 4884807.000 |
| 20200801 | 银牌会员                  | 153.000          | 2395 | 42809 | 4828746.000 |
| 20200801 | 银牌会员                  | 154.000          | 2387 | 42863 | 4776186.000 |
| 20200801 | 银牌会员                  | 155.000          | 2480 | 44136 | 4823199.000 |
| 20200801 | 银牌会员                  | 156.000          | 2378 | 42894 | 4870339.000 |
| 20200801 | 银牌会员                  | 157.000          | 2370 | 42822 | 4805703.000 |
| 20200801 | 银牌会员                  | 158.000          | 2413 | 42723 | 4796232.000 |
| 20200801 | 银牌会员                  | 159.000          | 2338 | 42208 | 4691020.000 |
| 20200801 | 银牌会员                  | 160.000          | 2340 | 42053 | 4718225.000 |
| 20200801 | 银牌会员                  | 161.000          | 2454 | 44376 | 4939725.000 |
| 20200801 | 银牌会员                  | 162.000          | 2390 | 42698 | 4734448.000 |
| 20200801 | 银牌会员                  | 163.000          | 2295 | 41045 | 4597483.000 |
| 20200801 | 银牌会员                  | 164.000          | 2355 | 42192 | 4706733.000 |
| 20200801 | 银牌会员                  | 165.000          | 2416 | 42792 | 4764129.000 |
| 20200801 | 银牌会员                  | 166.000          | 2369 | 41485 | 4655275.000 |
| 20200801 | 银牌会员                  | 167.000          | 2452 | 44232 | 4865571.000 |
| 20200801 | 银牌会员                  | 168.000          | 2332 | 42430 | 4807959.000 |
| 20200801 | 银牌会员                  | 169.000          | 2275 | 40759 | 4511795.000 |
| 20200801 | 银牌会员                  | 170.000          | 2422 | 42384 | 4682019.000 |
| 20200801 | 银牌会员                  | 171.000          | 2350 | 41344 | 4639456.000 |
| 20200801 | 银牌会员                  | 172.000          | 2408 | 42857 | 4816923.000 |
| 20200801 | 银牌会员                  | 173.000          | 2333 | 41325 | 4503006.000 |
| 20200801 | 银牌会员                  | 174.000          | 2400 | 42396 | 4802068.000 |
| 20200801 | 银牌会员                  | 175.000          | 2367 | 41596 | 4595569.000 |
| 20200801 | 银牌会员                  | 176.000          | 2474 | 43987 | 4862657.000 |
| 20200801 | 银牌会员                  | 177.000          | 2373 | 43638 | 4793324.000 |
| 20200801 | 银牌会员                  | 178.000          | 2363 | 41679 | 4682811.000 |
| 20200801 | 银牌会员                  | 179.000          | 2435 | 44135 | 4916031.000 |
| 20200801 | 银牌会员                  | 180.000          | 2340 | 40870 | 4631888.000 |
| 20200801 | 银牌会员                  | 181.000          | 2491 | 43948 | 4828925.000 |
| 20200801 | 银牌会员                  | 182.000          | 2422 | 43043 | 4822219.000 |
| 20200801 | 银牌会员                  | 183.000          | 2330 | 41103 | 4588845.000 |
| 20200801 | 银牌会员                  | 184.000          | 2334 | 41807 | 4611264.000 |
| 20200801 | 银牌会员                  | 185.000          | 2395 | 43261 | 4844616.000 |
| 20200801 | 银牌会员                  | 186.000          | 2385 | 42564 | 4715220.000 |
| 20200801 | 银牌会员                  | 187.000          | 2334 | 41242 | 4608411.000 |
| 20200801 | 银牌会员                  | 188.000          | 2358 | 42411 | 4775337.000 |
| 20200801 | 银牌会员                  | 189.000          | 2437 | 43306 | 4832733.000 |
| 20200801 | 银牌会员                  | 190.000          | 2325 | 41668 | 4648218.000 |
| 20200801 | 银牌会员                  | 191.000          | 2398 | 42017 | 4775849.000 |
| 20200801 | 银牌会员                  | 192.000          | 2374 | 42705 | 4782691.000 |
| 20200801 | 银牌会员                  | 193.000          | 2360 | 42183 | 4664456.000 |
| 20200801 | 银牌会员                  | 194.000          | 2423 | 43849 | 4818690.000 |
| 20200801 | 银牌会员                  | 195.000          | 2400 | 42727 | 4716768.000 |
| 20200801 | 银牌会员                  | 196.000          | 2396 | 42678 | 4845146.000 |
| 20200801 | 银牌会员                  | 197.000          | 2346 | 41704 | 4599423.000 |
| 20200801 | 银牌会员                  | 198.000          | 2397 | 42504 | 4663336.000 |
| 20200801 | 银牌会员                  | 199.000          | 2340 | 42117 | 4629949.000 |
| 20200801 | 银牌会员                  | 200.000          | 2343 | 41667 | 4666432.000 |
| 20200801 | 银牌会员                  | 201.000          | 2333 | 40727 | 4532109.000 |
| 20200801 | 银牌会员                  | 202.000          | 2354 | 42244 | 4692709.000 |
| 20200801 | 银牌会员                  | 203.000          | 2425 | 43103 | 4784416.000 |
| 20200801 | 银牌会员                  | 204.000          | 2354 | 41506 | 4623936.000 |
| 20200801 | 银牌会员                  | 205.000          | 2459 | 43961 | 4889723.000 |
| 20200801 | 银牌会员                  | 206.000          | 2414 | 43540 | 4826209.000 |
| 20200801 | 银牌会员                  | 207.000          | 2352 | 41814 | 4612734.000 |
| 20200801 | 银牌会员                  | 208.000          | 2415 | 42448 | 4752503.000 |
| 20200801 | 银牌会员                  | 209.000          | 2379 | 42914 | 4726164.000 |
| 20200801 | 银牌会员                  | 210.000          | 2469 | 43761 | 4813663.000 |
| 20200801 | 银牌会员                  | 211.000          | 2283 | 39835 | 4370119.000 |
| 20200801 | 银牌会员                  | 212.000          | 2417 | 42801 | 4798604.000 |
| 20200801 | 银牌会员                  | 213.000          | 2426 | 43117 | 4839209.000 |
| 20200801 | 银牌会员                  | 214.000          | 2338 | 41167 | 4606520.000 |
| 20200801 | 银牌会员                  | 215.000          | 2384 | 42556 | 4693369.000 |
| 20200801 | 银牌会员                  | 216.000          | 2311 | 41246 | 4580086.000 |
